text,label,Preprocessed
Capital funding is part of the Company’s total capitalization that is used for financing our subsidiaries and the cash held at the holding company.,0,"['capital', 'funding', 'part', 'company', 'total', 'capitalization', 'used', 'financing', 'subsidiary', 'cash', 'held', 'holding', 'company']"
"At the same time, desks are being equipped with advanced, energy-saving technology.",1,"['time', 'desk', 'equipped', 'advanced', 'energy-saving', 'technology']"
"In this context, the focus will be placed on expanding renewable energies on an industrial scale.",1,"['context', 'focus', 'placed', 'expanding', 'renewable', 'energy', 'industrial', 'scale']"
"On the demand gen side of it, I think, what I mentioned was, Jason went and met with our sellers and traveled around meeting with clients and prospects and coming through the sales pipeline.",0,"['demand', 'gen', 'side', 'think', 'mentioned', 'jason', 'went', 'met', 'seller', 'traveled', 'around', 'meeting', 'client', 'prospect', 'coming', 'sale', 'pipeline']"
"The €285 million design, build, operate and maintain contract was agreed in November 2014 with Neoen, a French renewable energy producer.",0,"['€285', 'million', 'design', 'build', 'operate', 'maintain', 'contract', 'agreed', 'november', '2014', 'neoen', 'french', 'renewable', 'energy', 'producer']"
The increase is predominantly attributable to the hydropower plant shares acquired in Germany in April 2013 and to higher generation from annual storage power plants.,0,"['increase', 'predominantly', 'attributable', 'hydropower', 'plant', 'share', 'acquired', 'germany', 'april', '2013', 'higher', 'generation', 'annual', 'storage', 'power', 'plant']"
"Our underwriting policy enables Tokio Marine to further support the low-carbon transition while effectively managing risk, serving our clients and aligning with the priorities and plans codified within Japan’s energy policies.",1,"['underwriting', 'policy', 'enables', 'tokio', 'marine', 'support', 'low-carbon', 'transition', 'effectively', 'managing', 'risk', 'serving', 'client', 'aligning', 'priority', 'plan', 'codified', 'within', 'japan', 'energy', 'policy']"
We've got plenty of capital to do that and we think that sets us apart from some of our more aggressively capitalized peers.,0,"['got', 'plenty', 'capital', 'think', 'set', 'u', 'apart', 'aggressively', 'capitalized', 'peer']"
"Had we been raising forward in Japan, perhaps, we could could've given a range that was a little bit higher.",0,"['raising', 'forward', 'japan', 'perhaps', 'could', 'could', 'given', 'range', 'little', 'bit', 'higher']"
"And pretty much across the board, they are working with us to help us improve this environment.",0,"['pretty', 'much', 'across', 'board', 'working', 'u', 'help', 'u', 'improve', 'environment']"
"I will say, and of course, everyone’s familiar with this, we are seeing many people in retail this first half of this year seeing good results online.",0,"['say', 'course', 'everyone', 'familiar', 'seeing', 'many', 'people', 'retail', 'first', 'half', 'year', 'seeing', 'good', 'result', 'online']"
"So I gave a long answer, but it was a big question, but it was a long answer.",0,"['gave', 'long', 'answer', 'big', 'question', 'long', 'answer']"
Our Performance Excellence program generates greater efficiency and cost reduction through sharing of best practices and has delivered a 1.1% improvement in operating EBITA margin.,0,"['performance', 'excellence', 'program', 'generates', 'greater', 'efficiency', 'cost', 'reduction', 'sharing', 'best', 'practice', 'delivered', '1.1', 'improvement', 'operating', 'ebita', 'margin']"
"In December 2017, Desjardins Group announced the introduction of four management practices aimed at strengthening environmental risk mitigation in the short term and making reduction of Desjardins’s carbon footprint a reality:",1,"['december', '2017', 'desjardins', 'group', 'announced', 'introduction', 'four', 'management', 'practice', 'aimed', 'strengthening', 'environmental', 'risk', 'mitigation', 'short', 'term', 'making', 'reduction', 'desjardins', 'carbon', 'footprint', 'reality']"
Emission reductions are subtracted from gross Scope 1 to 3 emissions to achieve a net carbon inventory.,0,"['emission', 'reduction', 'subtracted', 'gross', 'scope', '1', '3', 'emission', 'achieve', 'net', 'carbon', 'inventory']"
"That is -- and especially in EcoPower, our own brand, we're pushing that heavily.",0,"['especially', 'ecopower', 'brand', 'pushing', 'heavily']"
The Bank also scored 100 out of 100 in the CDP Climate Our Group climate strategy continues to focus on further reduc- ing our environmental footprint.,1,"['bank', 'also', 'scored', '100', '100', 'cdp', 'climate', 'group', 'climate', 'strategy', 'continues', 'focus', 'reduc-', 'ing', 'environmental', 'footprint']"
"The enclosed mall portion was expanded in 1986 under our ownership, and in 2006 we completely transformed the property into an open-air retail location.",0,"['enclosed', 'mall', 'portion', 'expanded', '1986', 'ownership', '2006', 'completely', 'transformed', 'property', 'open-air', 'retail', 'location']"
"In order to support the development of Taiwan’s renewable energy, FENC has begun to purchase green power since 2015.",1,"['order', 'support', 'development', 'taiwan', 'renewable', 'energy', 'fenc', 'begun', 'purchase', 'green', 'power', 'since', '2015']"
"28 Achieving this goal will entail stepping up our sales of gas, renewables such as biofuels, power, and petrochemicals.",0,"['28', 'achieving', 'goal', 'entail', 'stepping', 'sale', 'gas', 'renewables', 'biofuels', 'power', 'petrochemical']"
"What’s more, we've cut our carbon footprint in half in recent years;",1,"['cut', 'carbon', 'footprint', 'half', 'recent', 'year']"
"TSE will continue to follow up on the progress of efforts on the revised CG Code, and will also continue to work on the necessary development of the market environment.",0,"['tse', 'continue', 'follow', 'progress', 'effort', 'revised', 'cg', 'code', 'also', 'continue', 'work', 'necessary', 'development', 'market', 'environment']"
"To further minimize our carbon footprint, we continue our efforts to replace clinker with alterna- tive cementitious materials and to increase our power consumption from clean energy sources.",1,"['minimize', 'carbon', 'footprint', 'continue', 'effort', 'replace', 'clinker', 'alterna-', 'tive', 'cementitious', 'material', 'increase', 'power', 'consumption', 'clean', 'energy', 'source']"
"The issue really gets critical when you are going to average -- I've got to get my math right here, but I'll make it simple.",0,"['issue', 'really', 'get', 'critical', 'going', 'average', 'got', 'get', 'math', 'right', 'make', 'simple']"
"Intesa Sanpaolo Bank (Slovenia) once again eliminated its emissions this year by purchasing all its energy from hydroelectric sources, while Privredna Banka Zagreb (Croatia) purchases around 60% of its electricity from renewable sources and Intesa Sanpaolo Bank Luxembourg 22%.",1,"['intesa', 'sanpaolo', 'bank', 'slovenia', 'eliminated', 'emission', 'year', 'purchasing', 'energy', 'hydroelectric', 'source', 'privredna', 'banka', 'zagreb', 'croatia', 'purchase', 'around', '60', 'electricity', 'renewable', 'source', 'intesa', 'sanpaolo', 'bank', 'luxembourg', '22']"
"Business environment: Demand for new, high-efficiency technology will expand as multiplex IT systems in response to natural disaster BCPs will result in increased energy consumption.",0,"['business', 'environment', 'demand', 'new', 'high-efficiency', 'technology', 'expand', 'multiplex', 'system', 'response', 'natural', 'disaster', 'bcps', 'result', 'increased', 'energy', 'consumption']"
"Besides the greenhouse gases of natural origin, the main greenhouse gases produced by humankind are carbon dioxide, methane, chlorofluorocarbons and nitrogen oxides.",0,"['besides', 'greenhouse', 'gas', 'natural', 'origin', 'main', 'greenhouse', 'gas', 'produced', 'humankind', 'carbon', 'dioxide', 'methane', 'chlorofluorocarbon', 'nitrogen', 'oxide']"
The bypass rail connection that the port is building will improve that.,0,"['bypass', 'rail', 'connection', 'port', 'building', 'improve']"
"About Board Committees Allocation of responsibilities between Board Committees The BRiC assists the Board by providing oversight of Macquarie’s risk management framework and advising the Board on Macquarie’s risk appetite, risk culture and risk management strategy.",0,"['board', 'committee', 'allocation', 'responsibility', 'board', 'committee', 'bric', 'assist', 'board', 'providing', 'oversight', 'macquarie', 'risk', 'management', 'framework', 'advising', 'board', 'macquarie', 'risk', 'appetite', 'risk', 'culture', 'risk', 'management', 'strategy']"
"And with the Kensington plant coming on, we've got adequate capacity that will continue to be ramping up there.",0,"['kensington', 'plant', 'coming', 'got', 'adequate', 'capacity', 'continue', 'ramping']"
The product portfolio is one of three cornerstones in Volvo Buses’ electromo- bility strategy.,0,"['product', 'portfolio', 'one', 'three', 'cornerstone', 'volvo', 'bus', 'electromo-', 'bility', 'strategy']"
"Another 100,000 children below 6 years were reached through our pre-school initiatives.",0,"['another', '100,000', 'child', '6', 'year', 'reached', 'pre-school', 'initiative']"
"Denka’s ceramics-based electronic circuit substrates are made using nitride ceramic powder manufactured in a high-temperature environment at 2,000ºC and boast such features as high-heat conductivity, electric insulation, smaller thermal expansion and superior toughness.",0,"['denka', 'ceramics-based', 'electronic', 'circuit', 'substrate', 'made', 'using', 'nitride', 'ceramic', 'powder', 'manufactured', 'high-temperature', 'environment', '2,000ºc', 'boast', 'feature', 'high-heat', 'conductivity', 'electric', 'insulation', 'smaller', 'thermal', 'expansion', 'superior', 'toughness']"
"Our business in this region, including the Sakhalin-1 Project, the oil and gas development business in Eastern Siberia, and the construction of an ethylene plant, are proceeding favorably.",0,"['business', 'region', 'including', 'sakhalin-1', 'project', 'oil', 'gas', 'development', 'business', 'eastern', 'siberia', 'construction', 'ethylene', 'plant', 'proceeding', 'favorably']"
"First of all, there are annual what I would think of as inflation-related clauses on both the revenue side and on the reverse retransmission side.",0,"['first', 'annual', 'would', 'think', 'inflation-related', 'clause', 'revenue', 'side', 'reverse', 'retransmission', 'side']"
"Through these means, and by taking the initiative to self-check the status of environmental management, every effort is being made to further improve management levels. • “",1,"['mean', 'taking', 'initiative', 'self-check', 'status', 'environmental', 'management', 'every', 'effort', 'made', 'improve', 'management', 'level']"
"Positive-energy secondary school In the context of the project to restructure the Montjoie development area in Saint- Denis, teams from Eiffage Construction broke ground, in March 2015, on a positive- energy secondary school that will serve 1,240 students.",0,"['positive-energy', 'secondary', 'school', 'context', 'project', 'restructure', 'montjoie', 'development', 'area', 'saint-', 'denis', 'team', 'eiffage', 'construction', 'broke', 'ground', 'march', '2015', 'positive-', 'energy', 'secondary', 'school', 'serve', '1,240', 'student']"
"Basically, the way we're looking at things, it all stars around capital, what we define as our capital levels.",0,"['basically', 'way', 'looking', 'thing', 'star', 'around', 'capital', 'define', 'capital', 'level']"
"So to date, it's been relatively around that devaluation currency and the slight tick, as Dave mentioned before, in freight type things.",0,"['date', 'relatively', 'around', 'devaluation', 'currency', 'slight', 'tick', 'dave', 'mentioned', 'freight', 'type', 'thing']"
The ship will have fuel tank dedicated for heavy fuel oil tanks as well as distillates and LNG tanks.,0,"['ship', 'fuel', 'tank', 'dedicated', 'heavy', 'fuel', 'oil', 'tank', 'well', 'distillate', 'lng', 'tank']"
We are investigating setting further science-based emission reduction targets in the future.,1,"['investigating', 'setting', 'science-based', 'emission', 'reduction', 'target', 'future']"
"And so we spent a significant amount of energy in that area, and it's a key part of our strategy going forward.",0,"['spent', 'significant', 'amount', 'energy', 'area', 'key', 'part', 'strategy', 'going', 'forward']"
I'm not expecting any dramatic changes in the working capital accounts though right now.,0,"['expecting', 'dramatic', 'change', 'working', 'capital', 'account', 'though', 'right']"
"Our air quality protection standard is designed to prevent breaches under normal and worst-case weather conditions, with the focus on controlling and monitoring our air emissions at their source and understanding impacts on local airsheds.",0,"['air', 'quality', 'protection', 'standard', 'designed', 'prevent', 'breach', 'normal', 'worst-case', 'weather', 'condition', 'focus', 'controlling', 'monitoring', 'air', 'emission', 'source', 'understanding', 'impact', 'local', 'airsheds']"
But our free cash flow is -- will be strong and we expect to be able to make sizable debt reductions on the term loan.,0,"['free', 'cash', 'flow', 'strong', 'expect', 'able', 'make', 'sizable', 'debt', 'reduction', 'term', 'loan']"
"The Group has therefore built its sustainability approach on four areas of action: – the integration of climate into its strategy, because energy production and consumption are intrinsically linked to the challenge of climate change.",1,"['group', 'therefore', 'built', 'sustainability', 'approach', 'four', 'area', 'action', 'integration', 'climate', 'strategy', 'energy', 'production', 'consumption', 'intrinsically', 'linked', 'challenge', 'climate', 'change']"
"The challenging markets in Brazil, China, Switzerland, Indonesia, Iraq and the lower gains from CO2 sales of CHF 70 million could not be compensated by an overall effort on implementing price increases and reducing costs.",0,"['challenging', 'market', 'brazil', 'china', 'switzerland', 'indonesia', 'iraq', 'lower', 'gain', 'co2', 'sale', 'chf', '70', 'million', 'could', 'compensated', 'overall', 'effort', 'implementing', 'price', 'increase', 'reducing', 'cost']"
"In turn, our transfer of suburban diesel trains to enhance capacity in Bristol and the West Country is ongoing.",0,"['turn', 'transfer', 'suburban', 'diesel', 'train', 'enhance', 'capacity', 'bristol', 'west', 'country', 'ongoing']"
"We have over 150 airline customers around the world, we have a global sales force, we can offer content in 47 languages.",0,"['150', 'airline', 'customer', 'around', 'world', 'global', 'sale', 'force', 'offer', 'content', '47', 'language']"
"If exchange or market prices are unavailable for consideration, fair values are derived from market prices for comparable assets or comparable transactions.",0,"['exchange', 'market', 'price', 'unavailable', 'consideration', 'fair', 'value', 'derived', 'market', 'price', 'comparable', 'asset', 'comparable', 'transaction']"
"Despite a drop in depreciation and noncurrent retirement costs as well as other expenses, this upswing mainly reflected higher fuel and purchased power costs due to a higher power volume of renew- able energy sourced electricity.",0,"['despite', 'drop', 'depreciation', 'noncurrent', 'retirement', 'cost', 'well', 'expense', 'upswing', 'mainly', 'reflected', 'higher', 'fuel', 'purchased', 'power', 'cost', 'due', 'higher', 'power', 'volume', 'renew-', 'able', 'energy', 'sourced', 'electricity']"
"We plan to fulfill these by promoting long-term measures centered on conserving over 1.3% of energy use a year, converting fuel sources, and introducing reusable energy.",1,"['plan', 'fulfill', 'promoting', 'long-term', 'measure', 'centered', 'conserving', '1.3', 'energy', 'use', 'year', 'converting', 'fuel', 'source', 'introducing', 'reusable', 'energy']"
"The A350 XWB features a wider fuselage than that of competing new generation aircraft, Rolls-Royce Trent XWB engines, A380 systems technology and over 50% composite material.",0,"['a350', 'xwb', 'feature', 'wider', 'fuselage', 'competing', 'new', 'generation', 'aircraft', 'rolls-royce', 'trent', 'xwb', 'engine', 'a380', 'system', 'technology', '50', 'composite', 'material']"
"Apart from above, APMuL has evaluated the factors based on which the future cash flow projections have been prepared for computing the recoverable amount / value in use of its Mundra power generation plants of 4620 MW capacity.",0,"['apart', 'apmul', 'evaluated', 'factor', 'based', 'future', 'cash', 'flow', 'projection', 'prepared', 'computing', 'recoverable', 'amount', 'value', 'use', 'mundra', 'power', 'generation', 'plant', '4620', 'mw', 'capacity']"
The move towards a low carbon economy has the potential to drive significant change.,0,"['move', 'towards', 'low', 'carbon', 'economy', 'potential', 'drive', 'significant', 'change']"
CO2 emissions from ground operations The CO2 emissions from the ground operations include all scope 1 and 2 emissions at locations in France and the Netherlands.,0,"['co2', 'emission', 'ground', 'operation', 'co2', 'emission', 'ground', 'operation', 'include', 'scope', '1', '2', 'emission', 'location', 'france', 'netherlands']"
"In June 2018, Meidensha pledged to reduce greenhouse gas emissions by 30% by FY2030 (compared to FY2017 levels) and as part of the the First Meiden Environmental Vision and we are promoting reduction of environmental impact.",1,"['june', '2018', 'meidensha', 'pledged', 'reduce', 'greenhouse', 'gas', 'emission', '30', 'fy2030', 'compared', 'fy2017', 'level', 'part', 'first', 'meiden', 'environmental', 'vision', 'promoting', 'reduction', 'environmental', 'impact']"
The amendments to IFRS 4 permit entities that predominantly undertake insurance activities the option to defer the effective date of IFRS 9 until 1 January 2021.,0,"['amendment', 'ifrs', '4', 'permit', 'entity', 'predominantly', 'undertake', 'insurance', 'activity', 'option', 'defer', 'effective', 'date', 'ifrs', '9', '1', 'january', '2021']"
"The project involves the design, engineering and construction of a 95 kilotonnes per day (ktpd) concentrator and the outsourcing of a 1,000 litre per second desalination plant, creating up to 5,000 jobs during the construction phase.",0,"['project', 'involves', 'design', 'engineering', 'construction', '95', 'kilotonnes', 'per', 'day', 'ktpd', 'concentrator', 'outsourcing', '1,000', 'litre', 'per', 'second', 'desalination', 'plant', 'creating', '5,000', 'job', 'construction', 'phase']"
"By actively addressing climate change, we can increase and preserve economic value.",0,"['actively', 'addressing', 'climate', 'change', 'increase', 'preserve', 'economic', 'value']"
"Yes, it will be small, but you actually will get the benefit.",0,"['yes', 'small', 'actually', 'get', 'benefit']"
We were generating horsepower of about 2250 when you have a 2500 engine and transmission and it's in the 2100 on a Tier 4 engine.,0,"['generating', 'horsepower', '2250', '2500', 'engine', 'transmission', '2100', 'tier', '4', 'engine']"
I think it was time for Airdyne to return to that space.,0,"['think', 'time', 'airdyne', 'return', 'space']"
"The reductions in travel indicators ranging from 30.5 % to 64.6 % (2019: 8.9 %to 26.7 %) are mostly the result of COVID-19 restrictions, and also partly a continuing disciplined approach to travel.",0,"['reduction', 'travel', 'indicator', 'ranging', '30.5', '64.6', '2019', '8.9', '26.7', 'mostly', 'result', 'covid-19', 'restriction', 'also', 'partly', 'continuing', 'disciplined', 'approach', 'travel']"
"In June 2012, the EPA approved the Minnesota SIP for EGUs and also approved the source-specific emission limits for Sherco Units 1 and 2 as strengthening the Minnesota SIP, but avoided characterizing them as BART limits.",0,"['june', '2012', 'epa', 'approved', 'minnesota', 'sip', 'egus', 'also', 'approved', 'source-specific', 'emission', 'limit', 'sherco', 'unit', '1', '2', 'strengthening', 'minnesota', 'sip', 'avoided', 'characterizing', 'bart', 'limit']"
CLP began the rollout of a cloud-based analytics platform for renewable energy assets in Mainland China and India in 2019.,0,"['clp', 'began', 'rollout', 'cloud-based', 'analytics', 'platform', 'renewable', 'energy', 'asset', 'mainland', 'china', 'india', '2019']"
"I think on the sort of the grocery side and we talked about broad-based, it's very -- very modest inflation that we're continuing to see.",0,"['think', 'sort', 'grocery', 'side', 'talked', 'broad-based', 'modest', 'inflation', 'continuing', 'see']"
Our Comprimo Sulfur Solutions® is a significant technology for gas treatment and sulfur recovery plants around the world.,0,"['comprimo', 'sulfur', 'solutions®', 'significant', 'technology', 'gas', 'treatment', 'sulfur', 'recovery', 'plant', 'around', 'world']"
"The Company's S-in Motion® projects for Hybrid vehicles, Battery Electric Vehicles (""BEVs"") and battery packs are now available for roll out to customers.",0,"['company', 's-in', 'motion®', 'project', 'hybrid', 'vehicle', 'battery', 'electric', 'vehicle', 'bevs', 'battery', 'pack', 'available', 'roll', 'customer']"
"And as I mentioned on this call before, the company would likely and/or its own self build options for both renewable resources as well as capacity energy resources.",0,"['mentioned', 'call', 'company', 'would', 'likely', 'and/or', 'self', 'build', 'option', 'renewable', 'resource', 'well', 'capacity', 'energy', 'resource']"
They also endorsed our new TAKE2 Climate Change Pledge and updates to our Environment and Climate Change Policy.,1,"['also', 'endorsed', 'new', 'take2', 'climate', 'change', 'pledge', 'update', 'environment', 'climate', 'change', 'policy']"
"» Several projects are seeking to increase the proportion of hydrogen injection in the blast furnace, as a substitute for a proportion of the injected coal.",0,"['several', 'project', 'seeking', 'increase', 'proportion', 'hydrogen', 'injection', 'blast', 'furnace', 'substitute', 'proportion', 'injected', 'coal']"
The Vision One has a battery capacity of 300 kWh and a range of up to 350 kilo- meters.,0,"['vision', 'one', 'battery', 'capacity', '300', 'kwh', 'range', '350', 'kilo-', 'meter']"
Recyclability Recycling in Vestas’ production and recycling of components in decom- missioned wind turbines are other important ways to improve CO2 efficiency.,1,"['recyclability', 'recycling', 'vesta', 'production', 'recycling', 'component', 'decom-', 'missioned', 'wind', 'turbine', 'important', 'way', 'improve', 'co2', 'efficiency']"
30 Symrise has a clear plan of action for climate protection.,1,"['30', 'symrise', 'clear', 'plan', 'action', 'climate', 'protection']"
"Most of -- almost all of the exposure in the energy sector is to investment-grade names, so a lot of integrated firms.",0,"['almost', 'exposure', 'energy', 'sector', 'investment-grade', 'name', 'lot', 'integrated', 'firm']"
19 BlackRock is committed to partnering with our clients on their efforts to align their portfolios with the global ambitions to reach net zero emissions by 2050.,1,"['19', 'blackrock', 'committed', 'partnering', 'client', 'effort', 'align', 'portfolio', 'global', 'ambition', 'reach', 'net', 'zero', 'emission', '2050']"
Including emissions resulting from the electricity purchased and used by the company and other emissions that are the consequence of company activities but which are produced by sources that are neither owned nor controlled by the company .,0,"['including', 'emission', 'resulting', 'electricity', 'purchased', 'used', 'company', 'emission', 'consequence', 'company', 'activity', 'produced', 'source', 'neither', 'owned', 'controlled', 'company']"
"First, we made good on our pledge to be active stewards of the environment – exceeding our greenhouse gas, water use and waste reduction goals.",1,"['first', 'made', 'good', 'pledge', 'active', 'steward', 'environment', 'exceeding', 'greenhouse', 'gas', 'water', 'use', 'waste', 'reduction', 'goal']"
It includes continued cost takeout efforts we have inside of the company as well as our expectation that we can take out 10% of our interconnection.,0,"['includes', 'continued', 'cost', 'takeout', 'effort', 'inside', 'company', 'well', 'expectation', 'take', '10', 'interconnection']"
"On request, they must also present documentation attesting to their ongoing compliance with the social and environmental obligations they have undertaken, as well as the compliance of any subcontractors.",0,"['request', 'must', 'also', 'present', 'documentation', 'attesting', 'ongoing', 'compliance', 'social', 'environmental', 'obligation', 'undertaken', 'well', 'compliance', 'subcontractor']"
"Well, if you look at the industry operating rate, the most recent one that was announced was 92%, which was announced for the month of March.",0,"['well', 'look', 'industry', 'operating', 'rate', 'recent', 'one', 'announced', '92', 'announced', 'month', 'march']"
"Now Corpus has active plans to dredging and adding buoys and things like that, that are going to grow export capacity over to 1 million barrels a day by 2022, late 2021.",0,"['corpus', 'active', 'plan', 'dredging', 'adding', 'buoy', 'thing', 'like', 'going', 'grow', 'export', 'capacity', '1', 'million', 'barrel', 'day', '2022', 'late', '2021']"
"7 • the quality, geographic location, physical characteristics and operating sustainability of our properties; •",0,"['7', 'quality', 'geographic', 'location', 'physical', 'characteristic', 'operating', 'sustainability', 'property']"
"We do this through our three sustainability pillars: responsible banking, responsible business practices and creating social impact.",0,"['three', 'sustainability', 'pillar', 'responsible', 'banking', 'responsible', 'business', 'practice', 'creating', 'social', 'impact']"
The introduction and implementation of the energy management systems is steered by a global working group.,0,"['introduction', 'implementation', 'energy', 'management', 'system', 'steered', 'global', 'working', 'group']"
We are the one of the only ones that go out there and we believe we have capable food because we make everything from scratch.,0,"['one', 'one', 'go', 'believe', 'capable', 'food', 'make', 'everything', 'scratch']"
The Bank also coordinated with local governments during liquidation and screening of debts as well as the replacement of loans to LGFVs with bonds.,0,"['bank', 'also', 'coordinated', 'local', 'government', 'liquidation', 'screening', 'debt', 'well', 'replacement', 'loan', 'lgfvs', 'bond']"
We want to create an environment where our partners can be successful in professional services.,0,"['want', 'create', 'environment', 'partner', 'successful', 'professional', 'service']"
"The first theme the Group will test this new approach with is climate-related, and more specifically focused on the issue of energy mix in the power generation sector.",0,"['first', 'theme', 'group', 'test', 'new', 'approach', 'climate-related', 'specifically', 'focused', 'issue', 'energy', 'mix', 'power', 'generation', 'sector']"
"Furthermore, with regard to waste plastics, we have achieved a recycling rate of approximately 97.6%, minimizing simple incineration and landfilling by producing RPF for thermal recycling. *",1,"['furthermore', 'regard', 'waste', 'plastic', 'achieved', 'recycling', 'rate', 'approximately', '97.6', 'minimizing', 'simple', 'incineration', 'landfilling', 'producing', 'rpf', 'thermal', 'recycling']"
"We're making the transition from strictly gas to oil, and along the way, we need to sell some of the assets that we developed.",0,"['making', 'transition', 'strictly', 'gas', 'oil', 'along', 'way', 'need', 'sell', 'asset', 'developed']"
"Overall, based on the work completed, Barrick continues to build resilience to withstand the potential impacts of climate change and leverage potential opportunities as the global economy transitions to a low-carbon future.",0,"['overall', 'based', 'work', 'completed', 'barrick', 'continues', 'build', 'resilience', 'withstand', 'potential', 'impact', 'climate', 'change', 'leverage', 'potential', 'opportunity', 'global', 'economy', 'transition', 'low-carbon', 'future']"
"The Corporate Responsibility principle is to guarantee sustainable growth for the company and ensuring our daily actions enhance environmental, social and governance aspects related to our operations.",1,"['corporate', 'responsibility', 'principle', 'guarantee', 'sustainable', 'growth', 'company', 'ensuring', 'daily', 'action', 'enhance', 'environmental', 'social', 'governance', 'aspect', 'related', 'operation']"
"In ascertaining the feasibility of such projects, we are examining not only how the projects contribute to increasing revenue but also realizing a low carbon society.",1,"['ascertaining', 'feasibility', 'project', 'examining', 'project', 'contribute', 'increasing', 'revenue', 'also', 'realizing', 'low', 'carbon', 'society']"
"Through this strong and decisive commitment, we want to be the partner of choice for our clients, helping them address their own environmental challenges as we develop our business.",0,"['strong', 'decisive', 'commitment', 'want', 'partner', 'choice', 'client', 'helping', 'address', 'environmental', 'challenge', 'develop', 'business']"
We're still committed to it strategically and we're still committed to it from an acquisition standpoint.,0,"['still', 'committed', 'strategically', 'still', 'committed', 'acquisition', 'standpoint']"
These emissions contribute to global climate change and the associated impacts on the environment and society.,0,"['emission', 'contribute', 'global', 'climate', 'change', 'associated', 'impact', 'environment', 'society']"
"The use of slag helps to conserve limestone, a natural resource used in cement, and provides the environmental benefit of lowering CO2 emissions by around 40%* compared with concrete made entirely from cement.",1,"['use', 'slag', 'help', 'conserve', 'limestone', 'natural', 'resource', 'used', 'cement', 'provides', 'environmental', 'benefit', 'lowering', 'co2', 'emission', 'around', '40', 'compared', 'concrete', 'made', 'entirely', 'cement']"
"Since KLP ruled out investment in coal in 2014, more than 70 coal companies have been excluded from the investments, while at the same time NOK 1.5 billion is earmarked for in- vestment in renewable energy in developing countries.",1,"['since', 'klp', 'ruled', 'investment', 'coal', '2014', '70', 'coal', 'company', 'excluded', 'investment', 'time', 'nok', '1.5', 'billion', 'earmarked', 'in-', 'vestment', 'renewable', 'energy', 'developing', 'country']"
"High-speed Internet subscriber net activations increased by 22.7% in 2018, compared to 2017, driven by increased retail activations in our expanded FTTP footprint, richer retail offers, greater IPTV pull-through and higher activations in our business markets.",0,"['high-speed', 'internet', 'subscriber', 'net', 'activation', 'increased', '22.7', '2018', 'compared', '2017', 'driven', 'increased', 'retail', 'activation', 'expanded', 'fttp', 'footprint', 'richer', 'retail', 'offer', 'greater', 'iptv', 'pull-through', 'higher', 'activation', 'business', 'market']"
Stabilized Development Properties – includes the results generated by the following:,0,"['stabilized', 'development', 'property', 'includes', 'result', 'generated', 'following']"
Refer also to the Portfolio Review at section 1.5 for additional analysis of AGL’s electricity and gas portfolios.,0,"['refer', 'also', 'portfolio', 'review', 'section', '1.5', 'additional', 'analysis', 'agl', 'electricity', 'gas', 'portfolio']"
Technologies That Maintain Cleanliness and Comfort The TOTO Group has refined its manufacturing technology over the last one hundred years.,0,"['technology', 'maintain', 'cleanliness', 'comfort', 'toto', 'group', 'refined', 'manufacturing', 'technology', 'last', 'one', 'hundred', 'year']"
"Taking advantage of this environment as the foundation for developing our services, Econecol Inc. will be proactively engaged in the reuse business.",0,"['taking', 'advantage', 'environment', 'foundation', 'developing', 'service', 'econecol', 'inc.', 'proactively', 'engaged', 'reuse', 'business']"
"Their projects will impact millions of lives, meeting social needs in the areas of life‑saving healthcare, protection from devastating diseases, improved social mobility for low‑income workers and action to rid the world’s oceans of plastic.",1,"['project', 'impact', 'million', 'life', 'meeting', 'social', 'need', 'area', 'life‑saving', 'healthcare', 'protection', 'devastating', 'disease', 'improved', 'social', 'mobility', 'low‑income', 'worker', 'action', 'rid', 'world', 'ocean', 'plastic']"
"Employment comp was actually up a little bit, then we were able to more than offset that with cost reductions in other areas.",0,"['employment', 'comp', 'actually', 'little', 'bit', 'able', 'offset', 'cost', 'reduction', 'area']"
But I think what you've seen over time is the margins in that business.,0,"['think', 'seen', 'time', 'margin', 'business']"
And I think what I would emphasize about these products versus traditional products is that what they really do is they simplify and expedite the endodontic procedure.,0,"['think', 'would', 'emphasize', 'product', 'versus', 'traditional', 'product', 'really', 'simplify', 'expedite', 'endodontic', 'procedure']"
"In other French regions, Eurovia continued or completed work on several light rail lines in Nice, Saint Étienne, Caen, Bordeaux and Lyon, and upgraded a busway in Nantes to accommodate electric vehicles.",0,"['french', 'region', 'eurovia', 'continued', 'completed', 'work', 'several', 'light', 'rail', 'line', 'nice', 'saint', 'étienne', 'caen', 'bordeaux', 'lyon', 'upgraded', 'busway', 'nantes', 'accommodate', 'electric', 'vehicle']"
"The Company believes that regenerative agriculture is one way to help build a more climate-resilient world, which is why it has committed to promoting these farming practices and contributing to the transition.",1,"['company', 'belief', 'regenerative', 'agriculture', 'one', 'way', 'help', 'build', 'climate-resilient', 'world', 'committed', 'promoting', 'farming', 'practice', 'contributing', 'transition']"
"AUSTRALIAN FIRST TO ACHIEVE LIVING BUILDING STATUS CASE STUDY The University of Wollongong’s Sustainable Building Research Centre showcases the future of green building design, achieving Living Building Status this year.",1,"['australian', 'first', 'achieve', 'living', 'building', 'status', 'case', 'study', 'university', 'wollongong', 'sustainable', 'building', 'research', 'centre', 'showcase', 'future', 'green', 'building', 'design', 'achieving', 'living', 'building', 'status', 'year']"
